DATE,SALES_REGION,REVENUE,COGS,FORECASTED_REVENUE
2024-07-30,Barranquilla,3224.76,1780.84,2604.76
2024-07-30,Cartagena,6426.43,715.44,1326.56
2024-07-31,Bogota,5252.78,835.67,3870.24
2024-07-31,Medellin,881.42,96.99,1513.6
2024-07-31,Cali,3767.34,1332.51,10.19
2024-07-31,Barranquilla,578.11,1549.54,4682.02
2024-07-31,Cartagena,1689.32,1443.42,1429.38
2024-08-01,Bogota,5961.38,429.51,2389.55
2024-08-01,Medellin,35.33,313.85,1466.03
2024-08-01,Cali,5467.35,3993.01,1964.08
2024-08-01,Barranquilla,4670.13,3875.67,8174.46
2024-08-01,Cartagena,496.59,988.26,1202.6
2024-08-02,Bogota,1175.76,1118.35,3312.45
2024-08-02,Medellin,292.54,2786.26,5428.55
2024-08-02,Cali,3067.1,1792.58,305.4
2024-08-02,Barranquilla,3351.11,343.65,2409.03
2024-08-02,Cartagena,4746.71,140.33,1697.55
2024-08-03,Bogota,1625.32,73.99,5683.55
2024-08-03,Medellin,2775.08,985.92,3239.01
2024-08-03,Cali,5178.47,860.68,241.44
2024-08-03,Barranquilla,273.57,1957.19,120.34
2024-08-03,Cartagena,354.07,2058.07,708.31
2024-08-04,Bogota,7424.72,104.91,43.63
2024-08-04,Medellin,2543.89,5141.43,1550.22
2024-08-04,Cali,7081.62,431.35,3025.8
2024-08-04,Barranquilla,0.66,677.58,4846.01
2024-08-04,Cartagena,532.9,1241.74,7452.9
2024-08-05,Bogota,1015.08,64.18,4557.32
2024-08-05,Medellin,1120.08,2051.88,4493.78
2024-08-05,Cali,3964.61,350.96,747.1
2024-08-05,Barranquilla,1575.2,4092.52,895.39
2024-08-05,Cartagena,5525.2,465.9,3083.76
2024-08-06,Bogota,2986.29,1399.33,4320.97
2024-08-06,Medellin,374.39,666.58,1120.07
2024-08-06,Cali,3308.01,2725.78,4157.05
2024-08-06,Barranquilla,2859.28,1243.03,3170.55
2024-08-06,Cartagena,4306.67,717.31,612.16
2024-08-07,Bogota,5897.64,2007.17,677.98
2024-08-07,Medellin,350.62,1311.72,5028.23
2024-08-07,Cali,5550.69,689.44,4101.88
2024-08-07,Barranquilla,819.4,363.94,5466.14
2024-08-07,Cartagena,3264.82,2223.97,1332.49
2024-08-08,Bogota,12678.27,1350.02,731.85
2024-08-08,Medellin,817.36,1555.03,1683.37
2024-08-08,Cali,1332.02,529.37,1348.49
2024-08-08,Barranquilla,3128.46,4457.99,1366.91
2024-08-08,Cartagena,354.37,1982.3,14334.16
2024-08-09,Bogota,1664.1,3896.22,924.6
2024-08-09,Medellin,397.86,1976.61,1930.3
2024-08-09,Cali,3198.6,71.27,395.84
2024-08-09,Barranquilla,4203.21,1301.76,150.7
2024-08-09,Cartagena,6826.05,76.08,11968.53
2024-08-10,Bogota,9936.58,34.32,4401.18
2024-08-10,Medellin,2227.95,4753.74,1747.76
2024-08-10,Cali,3825.7,112.44,566.23
2024-08-10,Barranquilla,239.79,677.37,12042.12
2024-08-10,Cartagena,2496.49,2061.1,1743.81
2024-08-11,Bogota,6199.28,911.67,5671.73
2024-08-11,Medellin,2726.01,476.35,565.53
2024-08-11,Cali,1428.58,890.07,2364.45
2024-08-11,Barranquilla,284.04,2892.27,2194.22
2024-08-11,Cartagena,2097.51,76.49,1079.49
2024-08-12,Bogota,8475.91,1987.23,4048.58
2024-08-12,Medellin,259.27,636.97,388.35
2024-08-12,Cali,2556.23,184.11,56.4
2024-08-12,Barranquilla,1876.75,4560.31,7676.49
2024-08-12,Cartagena,4812.31,43.21,5058.49
2024-08-13,Bogota,558.5,852.26,2649.91
2024-08-13,Medellin,639.94,1253.67,3802.09
2024-08-13,Cali,4290.08,301.76,350.74
2024-08-13,Barranquilla,3882.83,3652.06,172.09
2024-08-13,Cartagena,2485.01,835.28,4122.24
2024-08-14,Bogota,8.82,799.7,1923.93
2024-08-14,Medellin,3734.49,3757.95,1689.15
2024-08-14,Cali,8438.75,4058.24,5057.59
2024-08-14,Barranquilla,2124.12,1957.75,6131.87
2024-08-14,Cartagena,5221.74,127.2,4121.99
2024-08-15,Bogota,7672.11,2690.63,852.71
2024-08-15,Medellin,6235.53,674.12,3870.73
2024-08-15,Cali,2341.2,403.3,112.79
2024-08-15,Barranquilla,449.12,4270.66,873.18
2024-08-15,Cartagena,176.92,1742.18,11098.18
2024-08-16,Bogota,3723.45,940.55,533.04
2024-08-16,Medellin,3825.84,2225.77,291.24
2024-08-16,Cali,3034.57,1007.21,6590.11
2024-08-16,Barranquilla,188.89,1498.26,2875.1
2024-08-16,Cartagena,1382.33,825.3,1919.5
2024-08-17,Bogota,2056.76,2375.72,1194.74
2024-08-17,Medellin,179.65,906.48,557.04
2024-08-17,Cali,13526.52,2531.22,5135.91
2024-08-17,Barranquilla,1459.98,2490.92,7919.02
2024-08-17,Cartagena,2250.8,1545.23,6044.2
2024-08-18,Bogota,377.74,961.92,827.21
2024-08-18,Medellin,5235.82,1286.22,265.38
2024-08-18,Cali,7776.65,304.17,1993.09
2024-08-18,Barranquilla,457.68,3045.98,4213.97
2024-08-18,Cartagena,3460.67,2379.04,11357.06
2024-08-19,Bogota,4228.54,1961.49,7993.27
2024-08-19,Medellin,1444.91,32.72,105.01
2024-08-19,Cali,3883.92,274.26,72.07
2024-08-19,Barranquilla,2483.9,3150.87,3225.58
2024-08-19,Cartagena,498.15,2099.2,441.54
2024-08-20,Bogota,4218.92,1999.22,2763.26
2024-08-20,Medellin,1507.95,553.75,27.93
2024-08-20,Cali,4089.08,316.38,4000.88
2024-08-20,Barranquilla,217.49,2364.29,1447.2
2024-08-20,Cartagena,2099.68,498.5,4192.07
2024-08-21,Bogota,1819.47,550.56,4490.31
2024-08-21,Medellin,8849.84,554.99,2471.19
2024-08-21,Cali,3871.98,3319.52,2703.95
2024-08-21,Barranquilla,530.67,301.93,359.74
2024-08-21,Cartagena,110.05,2774.88,3977.16
2024-08-22,Bogota,483.46,1099.8,2564.02
2024-08-22,Medellin,4491.66,512.67,4237.46
2024-08-22,Cali,38.17,1486.64,126.28
2024-08-22,Barranquilla,2343.06,554.09,520.89
2024-08-22,Cartagena,2900.28,1225.35,2723.81
2024-08-23,Bogota,7872.77,1445.72,2666.54
2024-08-23,Medellin,2784.68,1329.66,1781.07
2024-08-23,Cali,25.89,2575.19,90.85
2024-08-23,Barranquilla,1162.05,1465.88,5968.37
2024-08-23,Cartagena,229.31,378.93,1138.82
2024-08-24,Bogota,10697.72,460.5,2212.18
2024-08-24,Medellin,2747.56,678.05,2963.61
2024-08-24,Cali,5.19,1934.06,3837.93
2024-08-24,Barranquilla,106.12,3091.06,1343.87
2024-08-24,Cartagena,690.26,32.74,3366.41
2024-08-25,Bogota,2962.02,4410.16,4504.57
2024-08-25,Medellin,999.54,593.66,390.99
2024-08-25,Cali,1381.8,124.02,1388.08
2024-08-25,Barranquilla,4043.18,731.68,6276.01
2024-08-25,Cartagena,4355.16,538.58,1134.19
2024-08-26,Bogota,1320.65,88.3,10435.32
2024-08-26,Medellin,3377.21,1504.47,171.56
2024-08-26,Cali,631.08,4681.65,3288.42
2024-08-26,Barranquilla,455.56,1116.93,12.75
2024-08-26,Cartagena,8851.25,454.43,1400.44
2024-08-27,Bogota,2852.23,964.81,5270.06
2024-08-27,Medellin,3004.28,270.36,1138.88
2024-08-27,Cali,5898.24,2141.71,1319.01
2024-08-27,Barranquilla,76.89,562.7,1094.44
2024-08-27,Cartagena,944.65,1332.45,2853.05
2024-08-28,Bogota,3681.83,111.17,2625.03
2024-08-28,Medellin,1757.64,2909.32,3698.21
2024-08-28,Cali,8298.31,353.33,338.75
2024-08-28,Barranquilla,1736.2,541.75,6458.32
2024-08-28,Cartagena,393.86,4358.71,3950.87
2024-08-29,Bogota,9993.12,348.56,9265.85
2024-08-29,Medellin,21.55,919.88,5225.46
2024-08-29,Cali,5974.63,1216.91,1080.83
2024-08-29,Barranquilla,35.18,6344.37,1188.31
2024-08-29,Cartagena,2614.08,406.23,2753.42
2024-08-30,Bogota,485.54,1684.22,1075.62
2024-08-30,Medellin,6392.59,398.06,1418.49
2024-08-30,Cali,1066.45,598.2,6207.21
2024-08-30,Barranquilla,66.34,1033.64,166.67
2024-08-30,Cartagena,3164.4,1390.77,1584.28
2024-08-31,Bogota,2060.03,470.87,4569.05
2024-08-31,Medellin,5520.92,2210.4,999.66
2024-08-31,Cali,2811.89,2282.22,3560.67
2024-08-31,Barranquilla,3123.57,1282.43,6020.16
2024-08-31,Cartagena,1657.38,547.12,1357.0
2024-09-01,Bogota,3030.98,1008.8,6640.42
2024-09-01,Medellin,1216.3,256.15,245.65
2024-09-01,Cali,78.91,3390.83,1130.54
2024-09-01,Barranquilla,5653.44,36.56,2297.22
2024-09-01,Cartagena,1341.05,1000.86,1021.14
2024-09-02,Bogota,2858.7,3140.66,7196.67
2024-09-02,Medellin,1827.12,252.64,6414.3
2024-09-02,Cali,4331.2,901.89,548.83
2024-09-02,Barranquilla,2205.41,196.64,3862.93
2024-09-02,Cartagena,5946.17,3638.97,862.07
2024-09-03,Bogota,5666.67,2575.45,3672.01
2024-09-03,Medellin,1822.33,561.97,1669.13
2024-09-03,Cali,2863.27,2089.87,1344.02
2024-09-03,Barranquilla,948.84,1255.97,3678.59
2024-09-03,Cartagena,2659.49,375.64,2751.56
2024-09-04,Bogota,4413.17,175.48,4014.92
2024-09-04,Medellin,3139.24,348.58,1082.44
2024-09-04,Cali,762.15,1205.63,4961.7
2024-09-04,Barranquilla,5654.18,3764.65,1609.4
2024-09-04,Cartagena,1685.47,1823.93,4095.05
2024-09-05,Bogota,1303.26,2057.36,4553.21
2024-09-05,Medellin,5059.14,189.89,691.18
2024-09-05,Cali,3031.44,2165.15,1217.55
2024-09-05,Barranquilla,228.86,77.87,68.49
2024-09-05,Cartagena,2210.1,2539.58,4805.98
2024-09-06,Bogota,215.93,269.53,128.05
2024-09-06,Medellin,2462.2,794.32,1555.02
2024-09-06,Cali,1191.89,750.57,5493.39
2024-09-06,Barranquilla,3981.21,708.61,3775.04
2024-09-06,Cartagena,3597.25,2361.9,48.59
2024-09-07,Bogota,12351.8,1870.31,2751.12
2024-09-07,Medellin,539.42,864.02,995.31
2024-09-07,Cali,292.05,807.53,4542.08
2024-09-07,Barranquilla,311.0,309.67,5265.1
2024-09-07,Cartagena,1386.29,2388.79,1597.97
2024-09-08,Bogota,1107.85,2193.04,7021.36
2024-09-08,Medellin,6456.36,1396.82,2022.83
2024-09-08,Cali,224.9,2161.27,2401.26
2024-09-08,Barranquilla,3937.01,290.87,1662.55
2024-09-08,Cartagena,1830.01,311.46,1591.5
2024-09-09,Bogota,4239.22,5650.19,3561.09
2024-09-09,Medellin,3703.37,531.59,3452.19
2024-09-09,Cali,3157.12,679.21,4732.93
2024-09-09,Barranquilla,5007.77,1756.21,8067.93
2024-09-09,Cartagena,3296.84,1438.22,774.87
2024-09-10,Bogota,4800.51,2866.03,3121.46
2024-09-10,Medellin,1506.06,1606.61,5400.66
2024-09-10,Cali,4733.77,1835.34,3232.89
2024-09-10,Barranquilla,3081.85,653.1,5674.38
2024-09-10,Cartagena,3531.06,2427.54,1014.52
2024-09-11,Bogota,7397.81,586.71,6506.46
2024-09-11,Medellin,735.76,3003.57,5988.41
2024-09-11,Cali,1363.28,148.34,89.41
2024-09-11,Barranquilla,7464.51,1020.58,1457.46
2024-09-11,Cartagena,525.28,3624.79,3651.85
2024-09-12,Bogota,5473.23,254.13,2097.04
2024-09-12,Medellin,899.04,3147.73,2374.54
2024-09-12,Cali,1344.85,4945.56,878.93
2024-09-12,Barranquilla,7222.25,995.41,2160.76
2024-09-12,Cartagena,4097.83,2076.74,13133.8
2024-09-13,Bogota,1729.88,238.71,3850.31
2024-09-13,Medellin,2227.17,1044.95,1203.88
2024-09-13,Cali,3392.98,727.35,1156.72
2024-09-13,Barranquilla,2171.5,2939.52,2081.81
2024-09-13,Cartagena,1312.69,145.66,2524.95
2024-09-14,Bogota,1102.79,833.53,6884.5
2024-09-14,Medellin,3215.29,1019.05,3121.2
2024-09-14,Cali,2424.4,3380.48,1063.62
2024-09-14,Barranquilla,8700.07,3206.88,4000.77
2024-09-14,Cartagena,79.37,8.35,1612.35
2024-09-15,Bogota,1468.27,2066.77,4773.06
2024-09-15,Medellin,1674.46,1212.74,5726.67
2024-09-15,Cali,7671.2,1825.55,2108.59
2024-09-15,Barranquilla,3764.11,2491.36,3723.51
2024-09-15,Cartagena,1266.72,761.95,571.3
2024-09-16,Bogota,1089.87,1901.64,3772.34
2024-09-16,Medellin,32.78,3362.87,6118.31
2024-09-16,Cali,881.97,2916.73,4663.45
2024-09-16,Barranquilla,6019.8,1869.72,91.99
2024-09-16,Cartagena,11594.94,987.11,3850.4
2024-09-17,Bogota,3789.97,1433.37,5040.5
2024-09-17,Medellin,2906.36,2949.98,382.43
2024-09-17,Cali,2925.27,3198.53,3485.89
2024-09-17,Barranquilla,3294.26,26.32,151.17
2024-09-17,Cartagena,5.62,83.25,4562.41
2024-09-18,Bogota,953.97,807.74,2639.57
2024-09-18,Medellin,824.76,2503.85,5591.8
2024-09-18,Cali,7875.2,301.17,927.43
2024-09-18,Barranquilla,1.5,192.82,1119.58
2024-09-18,Cartagena,2752.86,3365.9,919.28
2024-09-19,Bogota,4728.43,1208.89,1365.55
2024-09-19,Medellin,609.19,170.58,3230.48
2024-09-19,Cali,4074.23,1000.04,3877.59
2024-09-19,Barranquilla,1244.65,771.27,29.61
2024-09-19,Cartagena,346.44,2932.88,2109.83
2024-09-20,Bogota,6211.38,206.51,1983.52
2024-09-20,Medellin,134.97,2635.9,1918.12
2024-09-20,Cali,64.99,67.92,2806.32
2024-09-20,Barranquilla,2997.45,1294.29,2676.3
2024-09-20,Cartagena,755.51,1280.54,230.28
2024-09-21,Bogota,3535.61,3332.41,6600.6
2024-09-21,Medellin,2727.39,348.44,9412.91
2024-09-21,Cali,645.67,253.7,65.74
2024-09-21,Barranquilla,6108.96,970.82,2052.6
2024-09-21,Cartagena,6277.66,4107.45,1189.93
2024-09-22,Bogota,4535.23,624.97,75.41
2024-09-22,Medellin,8764.88,3045.0,8067.7
2024-09-22,Cali,29.79,737.07,3065.34
2024-09-22,Barranquilla,123.28,563.03,5306.6
2024-09-22,Cartagena,3245.99,2202.84,975.17
2024-09-23,Bogota,1394.35,3006.68,636.56
2024-09-23,Medellin,10364.61,26.79,810.2
2024-09-23,Cali,983.31,1784.91,8941.85
2024-09-23,Barranquilla,1095.29,1542.14,1429.66
2024-09-23,Cartagena,4013.97,1003.72,4596.84
2024-09-24,Bogota,5285.32,2257.71,1201.02
2024-09-24,Medellin,399.36,645.55,1593.05
2024-09-24,Cali,321.69,1152.37,5302.32
2024-09-24,Barranquilla,4073.03,819.34,3636.88
2024-09-24,Cartagena,2737.9,872.06,1122.28
2024-09-25,Bogota,5062.33,1452.89,6489.42
2024-09-25,Medellin,3765.48,371.13,1082.53
2024-09-25,Cali,1.17,3555.55,3957.28
2024-09-25,Barranquilla,64.81,750.34,4449.51
2024-09-25,Cartagena,6970.31,1587.28,1276.36
2024-09-26,Bogota,210.16,227.5,1230.47
2024-09-26,Medellin,985.28,1398.89,1018.21
2024-09-26,Cali,3297.84,1271.15,1621.43
2024-09-26,Barranquilla,3972.99,2145.91,2166.41
2024-09-26,Cartagena,2173.28,323.13,4025.62
2024-09-27,Bogota,4588.06,2820.48,1460.76
2024-09-27,Medellin,4915.77,2533.29,3876.25
2024-09-27,Cali,166.28,1103.45,8246.84
2024-09-27,Barranquilla,4064.18,206.58,1314.72
2024-09-27,Cartagena,1121.99,1575.74,484.04
2024-09-28,Bogota,525.04,6362.54,5682.39
2024-09-28,Medellin,9173.14,3758.23,7216.32
2024-09-28,Cali,1494.29,174.89,5772.14
2024-09-28,Barranquilla,992.46,50.04,316.64
2024-09-28,Cartagena,7590.02,1356.09,1154.8
2024-09-29,Bogota,1534.45,1362.27,977.65
2024-09-29,Medellin,8651.81,714.87,1008.11
2024-09-29,Cali,1539.32,4125.31,10037.94
2024-09-29,Barranquilla,7019.57,550.6,3954.95
2024-09-29,Cartagena,19.9,1193.28,947.67
2024-09-30,Bogota,6070.58,2156.82,1849.51
2024-09-30,Medellin,113.79,998.13,506.12
2024-09-30,Cali,621.33,122.34,3399.6
2024-09-30,Barranquilla,51.34,180.94,4195.02
2024-09-30,Cartagena,6524.55,2180.78,3366.64
2024-10-01,Bogota,528.78,728.81,7146.27
2024-10-01,Medellin,4277.1,1458.93,4701.15
2024-10-01,Cali,10862.57,545.22,612.43
2024-10-01,Barranquilla,3872.37,3511.35,5886.31
2024-10-01,Cartagena,74.88,3915.43,2088.58
2024-10-02,Bogota,669.32,1954.58,4761.16
2024-10-02,Medellin,3050.41,1655.51,2363.56
2024-10-02,Cali,1155.93,520.58,534.68
2024-10-02,Barranquilla,4174.56,577.55,711.35
2024-10-02,Cartagena,3266.8,2054.8,2822.89
2024-10-03,Bogota,2848.35,1011.9,1333.33
2024-10-03,Medellin,320.54,2162.83,1917.38
2024-10-03,Cali,12975.77,1257.34,6132.98
2024-10-03,Barranquilla,2375.2,917.42,3233.85
2024-10-03,Cartagena,973.33,5754.42,8355.26
2024-10-04,Bogota,4564.73,3888.58,7019.55
2024-10-04,Medellin,6076.28,2885.67,1006.44
2024-10-04,Cali,3121.18,256.65,631.9
2024-10-04,Barranquilla,5085.31,779.41,6212.32
2024-10-04,Cartagena,566.28,3588.81,4621.54
2024-10-05,Bogota,6717.37,4992.24,1992.96
2024-10-05,Medellin,3701.38,587.77,1215.99
2024-10-05,Cali,4807.04,937.67,6605.22
2024-10-05,Barranquilla,391.43,1823.53,6011.3
2024-10-05,Cartagena,2374.81,2394.37,477.68
2024-10-06,Bogota,6321.23,502.15,3010.7
2024-10-06,Medellin,3958.77,196.76,2786.92
2024-10-06,Cali,559.9,3911.15,3520.69
2024-10-06,Barranquilla,335.34,825.74,1045.99
2024-10-06,Cartagena,5129.24,2389.7,5041.52
2024-10-07,Bogota,3354.47,861.04,2880.77
2024-10-07,Medellin,11979.53,225.48,7611.82
2024-10-07,Cali,1767.36,5117.13,5618.7
2024-10-07,Barranquilla,548.65,1308.57,2756.63
2024-10-07,Cartagena,1092.87,1410.65,1575.6
2024-10-08,Bogota,481.47,3223.21,3437.09
2024-10-08,Medellin,2280.95,412.58,6914.5
2024-10-08,Cali,7829.07,669.14,1510.98
2024-10-08,Barranquilla,2111.9,1049.13,301.54
2024-10-08,Cartagena,226.81,200.26,978.98
2024-10-09,Bogota,771.73,801.0,3806.08
2024-10-09,Medellin,4712.04,3421.57,3885.95
2024-10-09,Cali,4999.0,4194.41,7548.08
2024-10-09,Barranquilla,938.84,570.59,909.57
2024-10-09,Cartagena,7067.83,941.01,888.23
2024-10-10,Bogota,1687.4,15.88,3314.63
2024-10-10,Medellin,4152.25,880.34,3151.07
2024-10-10,Cali,1882.14,4192.4,3361.33
2024-10-10,Barranquilla,6045.93,929.62,91.1
2024-10-10,Cartagena,2411.05,2578.39,5573.18
2024-10-11,Bogota,2309.76,37.88,1006.61
2024-10-11,Medellin,1063.44,568.19,5856.88
2024-10-11,Cali,1646.02,1974.19,639.02
2024-10-11,Barranquilla,4192.99,2666.03,2258.42
2024-10-11,Cartagena,920.16,553.6,283.7
2024-10-12,Bogota,2991.91,17.68,6354.74
2024-10-12,Medellin,784.05,2244.82,38.83
2024-10-12,Cali,4422.03,1626.03,62.22
2024-10-12,Barranquilla,894.47,30.62,1016.74
2024-10-12,Cartagena,4379.88,1731.84,4709.02
2024-10-13,Bogota,3066.0,1404.85,2812.41
2024-10-13,Medellin,3387.36,112.26,120.2
2024-10-13,Cali,1933.76,849.51,6166.21
2024-10-13,Barranquilla,925.5,879.72,594.7
2024-10-13,Cartagena,2168.79,2489.26,1584.93
2024-10-14,Bogota,4653.75,1233.29,348.61
2024-10-14,Medellin,3597.09,1725.54,10453.19
2024-10-14,Cali,9213.95,1686.66,24.44
2024-10-14,Barranquilla,1766.63,1543.52,8230.3
2024-10-14,Cartagena,586.87,4041.52,719.97
2024-10-15,Bogota,1671.16,2421.54,1117.63
2024-10-15,Medellin,1527.16,2036.21,1233.4
2024-10-15,Cali,470.93,180.73,759.47
2024-10-15,Barranquilla,7069.69,1673.26,763.79
2024-10-15,Cartagena,4044.76,315.96,10151.54
2024-10-16,Bogota,123.77,28.77,1826.03
2024-10-16,Medellin,3680.14,1699.34,1524.12
2024-10-16,Cali,791.11,220.91,952.92
2024-10-16,Barranquilla,3391.02,1543.33,7960.77
2024-10-16,Cartagena,6987.87,3003.41,2975.53
2024-10-17,Bogota,2333.15,3437.33,2157.23
2024-10-17,Medellin,3978.13,716.77,1121.95
2024-10-17,Cali,3462.04,3356.03,12434.31
2024-10-17,Barranquilla,3773.78,108.17,1167.44
2024-10-17,Cartagena,2847.63,1758.11,344.16
2024-10-18,Bogota,308.38,690.03,4225.38
2024-10-18,Medellin,466.65,1276.59,1376.95
2024-10-18,Cali,3787.67,341.92,831.26
2024-10-18,Barranquilla,2261.35,421.88,3942.75
2024-10-18,Cartagena,6861.8,2904.14,2586.44
2024-10-19,Bogota,123.01,1528.13,552.7
2024-10-19,Medellin,841.35,1842.76,2763.57
2024-10-19,Cali,7075.99,622.58,3559.02
2024-10-19,Barranquilla,1279.18,1037.99,3827.92
2024-10-19,Cartagena,2049.47,586.24,939.79
2024-10-20,Bogota,4893.06,399.29,2606.19
2024-10-20,Medellin,879.69,8.66,1466.83
2024-10-20,Cali,7620.24,3516.47,9307.93
2024-10-20,Barranquilla,348.58,1664.45,2337.91
2024-10-20,Cartagena,4479.61,2121.73,3011.13
2024-10-21,Bogota,1119.5,79.28,707.47
2024-10-21,Medellin,313.78,2208.19,5806.67
2024-10-21,Cali,1931.72,163.37,2111.98
2024-10-21,Barranquilla,3152.37,1906.48,4083.13
2024-10-21,Cartagena,5381.11,1489.73,256.62
2024-10-22,Bogota,122.45,3086.23,2446.3
2024-10-22,Medellin,1669.68,2671.63,2239.99
2024-10-22,Cali,11657.46,520.16,4491.31
2024-10-22,Barranquilla,233.45,2465.08,4763.56
2024-10-22,Cartagena,1430.15,264.25,2013.16
2024-10-23,Bogota,3171.67,1734.51,2110.84
2024-10-23,Medellin,5608.18,197.54,1768.56
2024-10-23,Cali,1077.02,511.61,4093.87
2024-10-23,Barranquilla,1486.13,2089.25,1924.68
2024-10-23,Cartagena,900.17,1401.86,3198.19
2024-10-24,Bogota,1018.09,58.53,4128.31
2024-10-24,Medellin,1220.87,1009.48,2702.61
2024-10-24,Cali,3991.8,1121.4,1079.13
2024-10-24,Barranquilla,2562.12,2715.64,1551.25
2024-10-24,Cartagena,2185.56,1368.31,1496.11
2024-10-25,Bogota,8617.49,81.45,5586.38
2024-10-25,Medellin,4037.73,650.07,998.76
2024-10-25,Cali,736.4,1289.23,4273.58
2024-10-25,Barranquilla,3035.64,5286.08,4195.71
2024-10-25,Cartagena,2194.66,578.86,2395.6
2024-10-26,Bogota,2591.34,5346.45,2140.46
2024-10-26,Medellin,2576.78,1019.82,5250.4
2024-10-26,Cali,5641.59,798.41,9822.31
2024-10-26,Barranquilla,4801.09,687.87,2814.37
2024-10-26,Cartagena,4118.39,1109.44,1658.06
2024-10-27,Bogota,8029.06,746.63,3059.17
2024-10-27,Medellin,853.81,645.36,4256.44
2024-10-27,Cali,673.46,5103.07,4843.84
2024-10-27,Barranquilla,297.88,910.32,4394.38
2024-10-27,Cartagena,9754.14,2021.5,1600.97
2024-10-28,Bogota,1221.67,1038.79,4087.58
2024-10-28,Medellin,4801.1,388.36,4610.35
2024-10-28,Cali,2645.48,4361.7,2185.32
2024-10-28,Barranquilla,4581.17,3136.61,2214.14
2024-10-28,Cartagena,5816.13,225.29,5859.33
2024-10-29,Bogota,7989.12,3046.75,1463.52
2024-10-29,Medellin,3084.75,309.12,1240.72
2024-10-29,Cali,1727.51,1184.45,7499.65
2024-10-29,Barranquilla,870.66,3766.94,519.82
2024-10-29,Cartagena,4068.43,1171.06,5484.32
2024-10-30,Bogota,447.21,376.26,2855.71
2024-10-30,Medellin,6117.78,487.07,7567.27
2024-10-30,Cali,89.03,1795.89,1432.77
2024-10-30,Barranquilla,5895.58,2174.92,614.64
2024-10-30,Cartagena,781.85,1417.56,2044.5
2024-10-31,Bogota,1532.83,951.24,411.57
2024-10-31,Medellin,3003.71,595.07,7008.18
2024-10-31,Cali,3512.22,3060.21,3697.21
2024-10-31,Barranquilla,1176.95,749.8,429.19
2024-10-31,Cartagena,1585.3,511.39,270.13
2024-11-01,Bogota,262.83,184.65,5190.07
2024-11-01,Medellin,3691.64,1763.6,6219.62
2024-11-01,Cali,2655.04,1634.67,576.17
2024-11-01,Barranquilla,4328.83,3446.47,375.35
2024-11-01,Cartagena,3134.07,398.55,2328.67
2024-11-02,Bogota,297.56,688.5,8796.66
2024-11-02,Medellin,4860.22,1949.63,517.45
2024-11-02,Cali,958.91,195.64,777.04
2024-11-02,Barranquilla,1736.35,467.95,774.35
2024-11-02,Cartagena,4469.3,2610.94,1087.15
2024-11-03,Bogota,2115.84,2075.48,875.23
2024-11-03,Medellin,338.19,480.0,2353.76
2024-11-03,Cali,3869.22,398.83,5123.48
2024-11-03,Barranquilla,3710.48,1940.71,1470.71
2024-11-03,Cartagena,1291.15,612.86,945.38
2024-11-04,Bogota,1861.92,490.37,5573.32
2024-11-04,Medellin,1328.65,1259.43,1631.68
2024-11-04,Cali,609.86,1469.52,541.64
2024-11-04,Barranquilla,3457.09,1389.45,871.92
2024-11-04,Cartagena,3276.75,899.66,1421.24
2024-11-05,Bogota,6116.69,432.58,442.91
2024-11-05,Medellin,3571.81,5533.94,163.67
2024-11-05,Cali,3671.54,325.56,5898.09
2024-11-05,Barranquilla,2081.81,410.4,6442.59
2024-11-05,Cartagena,1814.09,441.63,3022.4
2024-11-06,Bogota,3451.47,46.26,2357.88
2024-11-06,Medellin,3581.79,2243.27,1047.91
2024-11-06,Cali,28.24,2557.19,1671.75
2024-11-06,Barranquilla,2321.75,150.41,3244.61
2024-11-06,Cartagena,731.02,712.19,1844.33
2024-11-07,Bogota,9573.74,785.13,5867.25
2024-11-07,Medellin,1054.23,211.95,1998.54
2024-11-07,Cali,1553.69,3140.33,640.33
2024-11-07,Barranquilla,5231.38,3136.57,7813.26
2024-11-07,Cartagena,292.77,2122.21,118.04
2024-11-08,Bogota,2242.68,365.37,3734.86
2024-11-08,Medellin,2045.59,613.65,1676.46
2024-11-08,Cali,660.23,428.26,3675.12
2024-11-08,Barranquilla,2272.43,3582.56,1920.77
2024-11-08,Cartagena,4248.54,1264.1,41.86
2024-11-09,Bogota,3255.74,213.32,3361.77
2024-11-09,Medellin,1457.66,13.27,4139.29
2024-11-09,Cali,283.9,427.09,1502.04
2024-11-09,Barranquilla,4453.54,4781.52,1963.39
2024-11-09,Cartagena,1344.38,42.13,102.3
2024-11-10,Bogota,1731.61,2404.86,3510.95
2024-11-10,Medellin,2622.09,59.21,258.91
2024-11-10,Cali,793.78,1105.16,1141.47
2024-11-10,Barranquilla,1353.99,426.89,1046.32
2024-11-10,Cartagena,4394.56,603.04,5434.24
2024-11-11,Bogota,2636.27,465.77,2090.67
2024-11-11,Medellin,4569.17,770.22,217.88
2024-11-11,Cali,4564.97,686.43,932.83
2024-11-11,Barranquilla,4454.86,2299.92,1976.54
2024-11-11,Cartagena,495.21,3820.33,9911.68
2024-11-12,Bogota,3425.3,696.55,1044.88
2024-11-12,Medellin,2133.57,2241.26,5650.13
2024-11-12,Cali,209.04,15.37,727.54
2024-11-12,Barranquilla,5876.72,2050.38,3889.87
2024-11-12,Cartagena,809.04,987.59,967.19
2024-11-13,Bogota,46.12,2111.33,4494.87
